timestamp,date_GMT,status,attendance,home_team_name,away_team_name,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1439577000,Aug 14 2015 - 6:30pm,complete,75000,Bayern München,Hamburger SV,0.00,0.00,2.71,1.29,5,0,5,1,1,0,"27,53,69,73,87","",7,0,2,0,2,0,15,5,5,2,10,3,10,12,74,26,0.00,0,0,0,0,0,0,0,0.00,0.00,1.11,9.99,9.99,0.00,0.00,0.00,0.00,0.00,0.00,Allianz Arena
1439645400,Aug 15 2015 - 1:30pm,complete,27152,Mainz 05,Ingolstadt,0.00,0.00,1.65,0.82,0,1,1,0,0,0,"","66",6,2,2,0,3,0,8,10,4,5,4,5,18,13,54,46,0.00,0,0,0,0,0,0,0,0.00,0.00,1.85,3.71,4.62,0.00,0.00,0.00,0.00,0.00,0.00,OPEL ARENA
1439645400,Aug 15 2015 - 1:30pm,complete,42100,Werder Bremen,Schalke 04,0.00,0.00,1.18,1.35,0,3,3,1,0,1,"","34,68,85",5,6,0,0,2,0,11,11,3,4,8,7,8,15,60,40,0.00,0,0,0,0,0,0,0,0.00,0.00,2.98,3.57,2.44,0.00,0.00,0.00,0.00,0.00,0.00,Weserstadion
1439645400,Aug 15 2015 - 1:30pm,complete,27125,Bayer Leverkusen,Hoffenheim,0.00,0.00,1.94,0.76,2,1,3,2,1,1,"45,71","5",13,5,1,0,0,0,17,3,7,2,10,1,12,18,64,36,0.00,0,0,0,0,0,0,0,0.00,0.00,1.50,4.65,6.93,0.00,0.00,0.00,0.00,0.00,0.00,BayArena
1439645400,Aug 15 2015 - 1:30pm,complete,17000,Darmstadt 98,Hannover 96,0.00,0.00,0.71,0.76,2,2,4,1,1,0,"31,54","48,62",5,9,1,0,2,0,10,8,7,5,3,3,18,22,38,62,0.00,0,0,0,0,0,0,0,0.00,0.00,3.10,3.34,2.48,0.00,0.00,0.00,0.00,0.00,0.00,Jonathan-Heimes-Stadion am Böllenfalltor
1439645400,Aug 15 2015 - 1:30pm,complete,28130,Augsburg,Hertha BSC,0.00,0.00,0.88,1.06,0,1,1,0,0,0,"","48",7,4,2,1,3,1,15,8,7,4,8,4,19,21,49,51,0.00,0,0,0,0,0,0,0,0.00,0.00,1.92,3.45,4.68,0.00,0.00,0.00,0.00,0.00,0.00,WWK Arena
1439656200,Aug 15 2015 - 4:30pm,complete,81359,Borussia Dortmund,Borussia M'gladbach,0.00,0.00,2.65,0.88,4,0,4,3,3,0,"15,21,33,50","",3,5,0,0,1,0,11,4,4,2,7,2,14,13,61,39,0.00,0,0,0,0,0,0,0,0.00,0.00,1.81,3.87,4.69,0.00,0.00,0.00,0.00,0.00,0.00,Signal-Iduna-Park
1439731800,Aug 16 2015 - 1:30pm,complete,29126,Wolfsburg,Eintracht Frankfurt,0.00,0.00,1.88,0.71,2,1,3,3,2,1,"13,17","19",7,3,1,0,1,0,4,9,2,7,2,2,14,19,64,36,0.00,0,0,0,0,0,0,0,0.00,0.00,1.49,4.86,6.75,0.00,0.00,0.00,0.00,0.00,0.00,VOLKSWAGEN ARENA
1439739000,Aug 16 2015 - 3:30pm,complete,59500,Stuttgart,Köln,0.00,0.00,1.12,1.35,1,3,4,0,0,0,"79","75,77,90'2",13,3,3,0,2,0,20,9,10,4,10,5,11,7,61,39,0.00,0,0,0,0,0,0,0,0.00,0.00,2.08,3.44,3.95,0.00,0.00,0.00,0.00,0.00,0.00,Mercedes-Benz-Arena
1440181800,Aug 21 2015 - 6:30pm,complete,56376,Hertha BSC,Werder Bremen,0.00,0.00,1.88,1.06,1,1,2,2,1,1,"6","26",6,2,0,0,1,0,4,7,0,4,4,3,7,15,46,54,0.00,0,0,0,0,0,0,0,0.00,0.00,2.27,3.40,3.44,0.00,0.00,0.00,0.00,0.00,0.00,Olympiastadion Berlin
