timestamp,date_GMT,status,attendance,home_team_name,away_team_name,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1505568600,Sep 16 2017 - 1:30pm,complete,42100,Werder Bremen,Schalke 04,0.00,0.00,1.47,1.65,1,2,3,2,1,1,"20","22,83",6,5,2,0,2,0,15,11,3,6,12,5,14,16,49,51,1.50,0,50,0,0,0,0,0,8.00,3.00,2.72,3.54,2.63,0.00,0.00,0.00,0.00,0.00,0.00,Weserstadion
1505568600,Sep 16 2017 - 1:30pm,complete,46500,Eintracht Frankfurt,Augsburg,0.00,0.00,1.65,1.12,1,2,3,1,0,1,"79","20,77",4,4,2,0,3,0,23,11,8,4,15,7,12,11,64,36,1.00,0,0,0,0,0,0,100,14.00,6.00,1.98,3.47,4.21,0.00,0.00,0.00,0.00,0.00,0.00,Commerzbank-Arena
1505568600,Sep 16 2017 - 1:30pm,complete,50500,Stuttgart,Wolfsburg,3.00,3.00,2.00,0.94,1,0,1,1,1,0,"42","",2,3,2,0,3,0,8,8,4,2,4,6,16,17,49,51,1.00,0,0,0,0,0,0,50,7.00,3.00,2.50,3.43,2.96,0.00,0.00,0.00,0.00,0.00,0.00,Mercedes-Benz-Arena
1505579400,Sep 16 2017 - 4:30pm,complete,42558,RB Leipzig,Borussia M'gladbach,3.00,1.00,1.82,0.94,2,2,4,3,2,1,"17,31","25,61",3,2,1,1,1,0,10,11,4,4,6,7,12,12,51,49,4.50,100,100,100,100,50,50,100,8.00,4.00,1.73,3.92,5.07,0.00,0.00,0.00,0.00,0.00,0.00,Red Bull Arena (Leipzig)
1505647800,Sep 17 2017 - 11:30am,complete,27243,Hoffenheim,Hertha BSC,3.00,0.00,2.18,1.24,1,1,2,1,1,0,"6","55",5,2,2,0,2,0,7,9,3,5,4,4,14,20,57,43,1.75,0,75,0,0,0,0,75,8.00,3.00,1.71,3.97,5.12,0.00,0.00,0.00,0.00,0.00,0.00,WIRSOL Rhein-Neckar-Arena
1505655000,Sep 17 2017 - 1:30pm,complete,26232,Bayer Leverkusen,Freiburg,1.00,0.00,1.71,0.53,4,0,4,3,3,0,"21,29,34,86","",5,4,0,0,2,0,20,6,10,2,10,4,4,12,63,37,4.50,100,100,100,100,50,0,100,8.00,4.00,1.53,4.53,6.46,0.00,0.00,0.00,0.00,0.00,0.00,BayArena
1505664000,Sep 17 2017 - 4:00pm,complete,81000,Borussia Dortmund,Köln,3.00,0.00,1.82,0.47,5,0,5,2,2,0,"2,45'1,59,60,69","",8,5,0,0,3,0,20,4,10,3,10,1,11,10,68,32,2.00,0,75,25,0,0,25,75,10.00,2.00,1.26,6.45,9.99,0.00,0.00,0.00,0.00,0.00,0.00,Signal-Iduna-Park
1505838600,Sep 19 2017 - 4:30pm,complete,44063,Borussia M'gladbach,Stuttgart,1.50,0.00,1.82,1.00,2,0,2,0,0,0,"57,74","",4,1,0,0,1,0,10,10,4,5,6,5,8,7,55,45,2.00,25,50,25,25,0,25,50,10.00,4.00,1.76,3.81,4.97,0.00,0.00,0.00,0.00,0.00,0.00,Stadion im BORUSSIA-PARK
1505845800,Sep 19 2017 - 6:30pm,complete,62271,Schalke 04,Bayern München,3.00,1.50,2.06,2.35,0,3,3,2,0,2,"","25,29,75",2,6,1,0,1,0,11,13,5,9,6,4,11,10,36,64,2.50,25,100,25,25,0,25,75,9.00,2.50,9.99,5.48,1.33,0.00,0.00,0.00,0.00,0.00,0.00,VELTINS-Arena
1505845800,Sep 19 2017 - 6:30pm,complete,26113,Augsburg,RB Leipzig,2.00,1.50,1.29,1.29,1,0,1,1,1,0,"4","",3,2,2,0,2,0,12,16,5,4,7,12,15,17,35,65,2.75,25,100,50,25,0,50,75,17.50,2.50,4.05,3.66,1.96,0.00,0.00,0.00,0.00,0.00,0.00,WWK Arena
1505845800,Sep 19 2017 - 6:30pm,complete,26174,Wolfsburg,Werder Bremen,0.50,0.50,1.00,1.00,1,1,2,1,1,0,"28","56",3,4,1,0,2,0,13,12,5,5,8,7,10,18,57,43,2.00,50,75,25,0,0,25,50,8.50,1.50,2.12,3.60,3.57,0.00,0.00,0.00,0.00,0.00,0.00,VOLKSWAGEN ARENA
1505925000,Sep 20 2017 - 4:30pm,complete,49000,Köln,Eintracht Frankfurt,0.00,2.00,0.82,1.24,0,1,1,1,0,1,"","22",4,5,2,0,1,0,16,8,8,5,8,3,19,21,50,50,2.25,50,50,50,50,0,50,75,12.00,4.00,2.64,3.18,2.97,0.00,0.00,0.00,0.00,0.00,0.00,RheinEnergieStadion
1505932200,Sep 20 2017 - 6:30pm,complete,32825,Hertha BSC,Bayer Leverkusen,2.00,0.00,1.29,1.53,2,1,3,2,2,0,"16,24","84",3,6,1,0,2,0,5,13,4,5,1,8,10,23,41,59,3.00,75,100,50,50,0,50,75,9.00,3.50,2.97,3.42,2.49,0.00,0.00,0.00,0.00,0.00,0.00,Olympiastadion Berlin
1505932200,Sep 20 2017 - 6:30pm,complete,22900,Freiburg,Hannover 96,1.00,2.00,1.59,0.71,1,1,2,0,0,0,"83","65",5,3,2,0,4,0,20,12,7,4,13,8,17,18,53,47,0.75,25,25,0,0,0,0,0,2.50,4.50,2.34,3.28,3.35,0.00,0.00,0.00,0.00,0.00,0.00,Schwarzwald-Stadion
1505932200,Sep 20 2017 - 6:30pm,complete,52962,Hamburger SV,Borussia Dortmund,1.50,2.00,1.29,1.41,0,3,3,1,0,1,"","24,63,79",4,3,3,0,0,0,8,15,3,9,5,6,15,14,46,54,1.50,0,50,25,0,0,25,50,9.50,2.50,6.84,4.91,1.47,0.00,0.00,0.00,0.00,0.00,0.00,Volksparkstadion
1505932200,Sep 20 2017 - 6:30pm,complete,23477,Mainz 05,Hoffenheim,1.50,1.00,1.41,1.06,2,3,5,4,2,2,"6,16","23,45'1,90'2",5,11,3,0,3,0,21,17,8,7,13,10,9,14,51,49,3.25,75,75,75,75,0,25,75,8.00,4.50,2.77,3.52,2.60,0.00,0.00,0.00,0.00,0.00,0.00,OPEL ARENA
1506105000,Sep 22 2017 - 6:30pm,complete,75000,Bayern München,Wolfsburg,3.00,1.50,2.59,0.94,2,2,4,2,2,0,"33,42","56,83",7,3,1,0,2,0,17,9,5,5,12,4,9,10,59,41,2.50,25,50,50,50,0,50,100,9.50,3.50,1.16,8.75,9.99,0.00,0.00,0.00,0.00,0.00,0.00,Allianz Arena
1506173400,Sep 23 2017 - 1:30pm,complete,40606,RB Leipzig,Eintracht Frankfurt,2.00,2.33,1.82,1.24,2,1,3,1,1,0,"28,67","77",2,4,1,0,2,0,14,8,6,4,8,4,9,17,61,39,2.59,50,50,50,50,25,25,84,11.17,4.17,1.52,4.40,6.94,0.00,0.00,0.00,0.00,0.00,0.00,Red Bull Arena (Leipzig)
1506173400,Sep 23 2017 - 1:30pm,complete,30150,Hoffenheim,Schalke 04,2.33,1.50,2.18,1.65,2,0,2,1,1,0,"13,90'3","",0,5,3,0,2,0,13,16,7,3,6,13,17,14,43,57,1.84,42,59,25,0,0,25,59,9.83,4.00,2.24,3.67,3.21,0.00,0.00,0.00,0.00,0.00,0.00,WIRSOL Rhein-Neckar-Arena
1506173400,Sep 23 2017 - 1:30pm,complete,41000,Werder Bremen,Freiburg,0.00,0.00,1.47,0.53,0,0,0,0,0,0,"","",4,5,2,0,1,0,14,11,7,7,7,4,15,9,54,46,3.50,50,100,75,50,25,50,75,7.00,3.50,2.06,3.63,3.70,0.00,0.00,0.00,0.00,0.00,0.00,Weserstadion
1506173400,Sep 23 2017 - 1:30pm,complete,23517,Mainz 05,Hertha BSC,1.00,0.50,1.41,1.24,1,0,1,0,0,0,"54","",4,1,3,0,3,1,8,5,4,2,4,3,20,24,43,57,2.67,59,84,34,34,17,34,84,9.33,4.17,2.21,3.33,3.60,0.00,0.00,0.00,0.00,0.00,0.00,OPEL ARENA
1506173400,Sep 23 2017 - 1:30pm,complete,55202,Stuttgart,Augsburg,3.00,1.50,2.00,1.12,0,0,0,0,0,0,"","",5,3,1,0,2,0,12,9,5,4,7,5,6,12,67,33,1.50,25,25,25,0,0,0,75,9.00,5.00,2.27,3.35,3.43,0.00,0.00,0.00,0.00,0.00,0.00,Mercedes-Benz-Arena
1506184200,Sep 23 2017 - 4:30pm,complete,81360,Borussia Dortmund,Borussia M'gladbach,3.00,1.00,1.82,0.94,6,1,7,3,3,0,"28,38,45,49,62,79","66",7,0,0,0,1,0,17,9,10,6,7,3,2,6,72,28,3.75,50,100,75,75,25,75,100,7.00,2.00,1.48,4.93,6.63,0.00,0.00,0.00,0.00,0.00,0.00,Signal-Iduna-Park
1506259800,Sep 24 2017 - 1:30pm,complete,47000,Hannover 96,Köln,3.00,0.00,1.59,0.47,0,0,0,0,0,0,"","",6,7,4,0,2,0,12,8,2,2,10,6,17,17,59,41,2.25,0,59,34,17,17,34,34,8.67,2.67,2.13,3.50,3.64,0.00,0.00,0.00,0.00,0.00,0.00,HDI-Arena
1506268800,Sep 24 2017 - 4:00pm,complete,27601,Bayer Leverkusen,Hamburger SV,2.00,1.50,1.71,0.53,3,0,3,2,2,0,"20,23,83","",6,3,2,0,2,0,14,10,7,3,7,7,17,18,53,47,3.50,50,100,75,75,0,50,75,12.50,3.00,1.49,4.67,6.94,0.00,0.00,0.00,0.00,0.00,0.00,BayArena
1506709800,Sep 29 2017 - 6:30pm,complete,61515,Schalke 04,Bayer Leverkusen,2.00,0.00,2.06,1.53,1,1,2,1,1,0,"34","61",3,1,2,0,3,0,9,9,5,7,4,2,16,16,33,67,3.34,67,100,84,50,0,84,100,7.34,3.33,2.33,3.60,3.10,0.00,0.00,0.00,0.00,0.00,0.00,VELTINS-Arena
1506778200,Sep 30 2017 - 1:30pm,complete,50542,Borussia M'gladbach,Hannover 96,2.00,1.67,1.82,0.71,2,1,3,0,0,0,"67,90'4","71",8,7,1,0,1,0,21,14,8,3,13,11,12,13,56,44,1.50,34,50,0,0,0,0,17,9.00,5.33,1.75,3.92,4.93,0.00,0.00,0.00,0.00,0.00,0.00,Stadion im BORUSSIA-PARK
1506778200,Sep 30 2017 - 1:30pm,complete,51500,Eintracht Frankfurt,Stuttgart,0.00,0.00,1.65,1.00,2,1,3,1,1,0,"42,90'3","61",3,6,1,1,1,0,11,13,7,7,4,6,10,17,43,57,2.34,42,75,42,17,0,17,67,6.50,3.50,2.00,3.60,3.96,0.00,0.00,0.00,0.00,0.00,0.00,Commerzbank-Arena
1506778200,Sep 30 2017 - 1:30pm,complete,30660,Augsburg,Borussia Dortmund,2.33,2.33,1.29,1.41,1,2,3,3,1,2,"11","4,23",5,5,4,0,1,0,11,11,5,8,6,3,23,12,43,57,2.34,17,67,67,17,0,50,84,11.33,1.33,7.63,5.04,1.43,0.00,0.00,0.00,0.00,0.00,0.00,WWK Arena
1506778200,Sep 30 2017 - 1:30pm,complete,24352,Wolfsburg,Mainz 05,0.67,0.00,1.00,0.71,1,1,2,0,0,0,"55","74",5,6,3,1,4,0,8,8,3,4,5,4,8,19,50,50,2.42,34,75,42,25,0,42,59,8.50,1.83,2.11,3.50,3.69,0.00,0.00,0.00,0.00,0.00,0.00,VOLKSWAGEN ARENA
